,SPY US Equity,SPY US Equity,SPY US Equity,SPY US Equity
DATES,DROPNA(PX_OPEN),DROPNA(PX_HIGH),DROPNA(PX_LOW),DROPNA(PX_LAST)
5/2/2022,412.07,415.92,405.02,414.48
5/3/2022,415.01,418.93,413.36,416.38
5/4/2022,417.08,429.66,413.7099,429.06
5/5/2022,424.55,425,409.44,413.81
5/6/2022,411.1,414.8,405.73,411.34
5/9/2022,405.1,406.41,396.5,398.17
5/10/2022,404.49,406.08,394.82,399.09
5/11/2022,398.07,404.04,391.96,392.75
5/12/2022,389.37,395.8,385.15,392.34
5/13/2022,396.71,403.18,395.61,401.72
5/16/2022,399.98,403.97,397.6,400.09
5/17/2022,406.53,408.57,402.5824,408.32
5/18/2022,403.5,403.8,390.55,391.86
5/19/2022,388.62,394.14,387.11,389.46
5/20/2022,393.25,397.03,380.54,389.63
5/23/2022,392.83,397.73,390.38,396.92
5/24/2022,392.56,395.15,386.96,393.89
5/25/2022,392.31,399.45,391.89,397.37
5/26/2022,398.67,407.04,398.45,405.31
5/27/2022,407.91,415.3801,407.7,415.26
5/31/2022,413.55,416.46,410.03,412.93
6/1/2022,415.17,416.24,406.93,409.59
6/2/2022,409.42,417.44,407.04,417.39
6/3/2022,412.4,414.04,409.51,410.54
6/6/2022,414.78,416.609,410.5523,411.79
6/7/2022,408.1,416.22,407.61,415.74
6/8/2022,413.93,415.82,410.38,411.22
6/9/2022,409.34,411.74,401.44,401.44
6/10/2022,394.88,395.7777,389.75,389.8
6/13/2022,379.85,381.81,373.3,375
6/14/2022,376.85,377.94,370.59,373.87
6/15/2022,377.36,383.9,372.12,379.2
6/16/2022,370.51,370.94,364.0799,366.65
6/17/2022,365.51,369.38,362.17,365.86
6/21/2022,371.89,376.525,371.81,375.07
6/22/2022,370.62,378.72,370.18,374.39
6/23/2022,376.64,378.83,372.89,378.06
6/24/2022,381.4,390.09,381.365,390.08
6/27/2022,391.05,391.36,387.44,388.59
6/28/2022,390.23,393.16,380.53,380.65
6/29/2022,381.23,382.27,378.42,380.34
6/30/2022,376.24,380.6582,372.56,377.25
7/1/2022,376.56,381.7,373.8,381.24
7/5/2022,375.88,381.98,372.9,381.96
7/6/2022,382.11,385.87,379.6,383.25
7/7/2022,385.12,389.83,383.267,388.99
7/8/2022,387.27,390.64,385.66,388.67
7/11/2022,385.85,386.87,383.5,384.23
7/12/2022,383.65,386.16,378.99,380.83
7/13/2022,375.1,381.92,374.658,378.83
7/14/2022,373.61,379.0498,371.04,377.91
7/15/2022,382.55,385.25,380.54,385.13
7/18/2022,388.38,389.09,380.66,381.95
7/19/2022,386.08,392.87,385.39,392.27
7/20/2022,392.47,396.26,391.03,394.77
7/21/2022,394.16,398.84,391.63,398.79
7/22/2022,398.92,400.18,392.75,395.09
7/25/2022,395.75,396.47,393.21,395.57
7/26/2022,393.84,394.06,389.95,390.89
7/27/2022,394.36,402.88,394.05,401.04
7/28/2022,401.89,406.8,398.15,406.07
7/29/2022,407.58,413.03,406.77,411.99
8/1/2022,409.15,413.41,408.4,410.77
8/2/2022,409.12,413,406.82,408.06
8/3/2022,410.3,415.68,410,414.45
8/4/2022,414.37,415.09,412.44,414.17
8/5/2022,409.66,414.15,409.6,413.47
8/8/2022,415.25,417.62,411.83,412.99
8/9/2022,412.22,412.75,410.22,411.35
8/10/2022,418.78,420.14,416.72,419.99
8/11/2022,422.99,424.95,419.21,419.99
8/12/2022,422.03,427.21,421.03,427.1
8/15/2022,424.765,429.41,424.71,428.86
8/16/2022,427.73,431.73,426.88,429.7
8/17/2022,425.91,429.5,424.54,426.65
8/18/2022,426.86,428.61,425.5,427.89
8/19/2022,424.98,425.26,421.22,422.14
8/22/2022,417.05,417.23,412.4,413.35
8/23/2022,412.9,415.42,411.77,412.35
8/24/2022,412.11,415.1101,411.39,413.67
8/25/2022,415.24,419.56,414.09,419.51
8/26/2022,419.39,419.96,405.25,405.31
8/29/2022,402.2,405.84,401.1999,402.63
8/30/2022,403.85,404.1,396,398.21
8/31/2022,399.93,401.24,395.04,395.18
9/1/2022,392.89,396.78,390.04,396.42
9/2/2022,400.28,401.555,390.33,392.24
9/6/2022,393.13,394.12,388.42,390.76
9/7/2022,390.43,398.59,390.2,397.78
9/8/2022,395.39,400.86,394.12,400.38
9/9/2022,402.74,407.51,402.46,406.6
9/12/2022,408.78,411.73,408.46,410.97
9/13/2022,401.83,403.1,391.92,393.1
9/14/2022,394.47,396.2,391.12,394.6
9/15/2022,392.96,395.96,388.78,390.12
9/16/2022,384.14,386.25,382.11,385.56
9/19/2022,382.26,388.55,382.1784,388.55
9/20/2022,385.06,386.12,381.195,384.09
9/21/2022,386.11,389.31,377.38,377.39
9/22/2022,376.58,378.3,373.44,374.22
9/23/2022,370.58,370.62,363.29,367.95
9/26/2022,366.41,370.21,363.0299,364.31
9/27/2022,368.02,370.4,360.87,363.38
9/28/2022,364.38,372.3,362.6,370.53
9/29/2022,366.81,367.11,359.7,362.79
9/30/2022,361.8,365.91,357.04,357.18
10/3/2022,361.08,368.55,359.21,366.61
10/4/2022,372.4,378,366.5677,377.97
10/5/2022,373.39,379.46,370.95,377.09
10/6/2022,375.62,378.72,372.68,373.2
10/7/2022,368.97,373.2933,360.94,362.79
10/10/2022,363.96,364.21,357.67,360.02
10/11/2022,358.235,363.03,355.71,357.74
10/12/2022,358.17,359.8179,356.3,356.56
10/13/2022,349.205,367.51,348.11,365.97
10/14/2022,368.55,370.26,356.96,357.63
10/17/2022,364.01,367.9799,357.2808,366.82
10/18/2022,375.13,375.45,367.52,371.13
10/19/2022,368.99,371.85,365.55,368.5
10/20/2022,368.03,372.67,364.61,365.41
10/21/2022,365.12,374.8,363.54,374.29
10/24/2022,375.89,380.06,373.11,378.87
10/25/2022,378.79,385.25,378.671,384.92
10/26/2022,381.62,387.58,381.35,382.02
10/27/2022,383.07,385,379.33,379.98
10/28/2022,379.87,389.52,379.68,389.02
10/31/2022,386.44,388.4,385.26,386.21
11/1/2022,390.14,390.39,383.29,384.52
11/2/2022,383.9,388.63,374.76,374.87
11/3/2022,371.465,374.2,368.79,371.01
11/4/2022,377,378.87,370,376.35
11/7/2022,377.71,380.57,375.53,379.95
11/8/2022,381.11,385.12,377.72,382
11/9/2022,379.93,381.14,373.61,374.13
11/10/2022,388.05,395.04,385.642,394.69
11/11/2022,395.59,399.35,393.61,398.51
11/14/2022,396.66,400.1799,394.83,395.12
11/15/2022,401.15,402.31,394.49,398.49
11/16/2022,396.78,397.78,394.79,395.45
11/17/2022,390.46,394.95,390.14,394.24
11/18/2022,397.74,397.81,393.04,396.03
11/21/2022,394.64,395.82,392.66,394.59
11/22/2022,396.63,400.07,395.1527,399.9
11/23/2022,399.55,402.93,399.31,402.42
11/25/2022,401.83,402.91,401.535,402.33
11/28/2022,399.09,400.81,395.11,395.91
11/29/2022,396.05,397.3,393.3,395.23
11/30/2022,395.49,407.68,393.48,407.68
12/1/2022,408.77,410,404.75,407.38
12/2/2022,402.25,407.86,402.14,406.91
12/5/2022,403.95,404.93,398.17,399.59
12/6/2022,399.42,399.99,391.64,393.83
12/7/2022,392.94,395.64,391.97,393.16
12/8/2022,395.14,397.36,393.2684,396.24
12/9/2022,394.94,397.62,393.15,393.28
12/12/2022,394.11,398.95,393.412,398.95
12/13/2022,410.22,410.49,399.07,401.97
12/14/2022,401.61,405.5,396.31,399.4
12/15/2022,394.3,395.25,387.885,389.63
12/16/2022,385.18,386.575,381.04,383.27
12/19/2022,383.47,383.82,378.28,380.02
12/20/2022,379.23,382.23,377.85,380.54
12/21/2022,383.25,387.41,382.69,386.23
12/22/2022,383.05,386.2134,374.77,380.72
12/23/2022,379.65,383.06,378.03,382.91
12/27/2022,382.79,383.15,379.65,381.4
12/28/2022,381.33,383.39,376.42,376.66
12/29/2022,379.63,384.35,379.08,383.44
12/30/2022,380.64,382.58,378.43,382.43
1/3/2023,384.37,386.43,377.831,380.82
1/4/2023,383.18,385.88,380,383.76
1/5/2023,381.72,381.84,378.76,379.38
1/6/2023,382.61,389.25,379.4127,388.08
1/9/2023,390.37,393.7,387.67,387.86
1/10/2023,387.25,390.65,386.27,390.58
1/11/2023,392.23,395.6,391.38,395.52
1/12/2023,396.67,398.485,392.42,396.96
1/13/2023,393.62,399.1,393.34,398.5
1/17/2023,398.48,400.23,397.06,397.77
1/18/2023,399.01,400.12,391.28,391.49
1/19/2023,389.36,391.08,387.26,388.64
1/20/2023,390.1,396.04,388.38,395.88
1/23/2023,396.72,402.645,395.72,400.63
1/24/2023,398.88,401.15,397.64,400.2
1/25/2023,395.95,400.7,393.56,400.35
1/26/2023,403.13,404.92,400.03,404.75
1/27/2023,403.655,408.16,403.44,405.68
1/30/2023,402.8,405.13,400.28,400.59
1/31/2023,401.13,406.53,400.77,406.48
2/1/2023,405.211,413.67,402.35,410.8
2/2/2023,414.86,418.31,412.88,416.78
2/3/2023,411.59,416.97,411.09,412.35
2/6/2023,409.79,411.29,408.1,409.83
2/7/2023,408.87,416.49,407.57,415.19
2/8/2023,413.13,414.53,409.93,410.65
2/9/2023,414.41,414.57,405.81,407.09
2/10/2023,405.86,408.44,405.01,408.04
2/13/2023,408.72,412.97,408.24,412.83
2/14/2023,411.24,415.05,408.511,412.64
2/15/2023,410.35,414.06,409.47,413.98
2/16/2023,408.79,412.91,408.14,408.28
2/17/2023,406.06,407.51,404.05,407.26
2/21/2023,403.06,404.16,398.82,399.09
2/22/2023,399.52,401.13,397.02,398.54
2/23/2023,401.56,402.2,396.25,400.66
2/24/2023,395.42,397.25,393.64,396.38
2/27/2023,399.87,401.29,396.75,397.73
2/28/2023,397.23,399.28,396.15,396.26
3/1/2023,395.41,396.69,393.38,394.74
3/2/2023,392.68,398.69,392.33,397.81
3/3/2023,399.71,404.45,399.03,404.19
3/6/2023,405.05,407.45,404.01,404.47
3/7/2023,404.42,404.67,397.625,398.27
3/8/2023,398.39,399.71,396.59,398.92
3/9/2023,399.74,401.48,390.53,391.56
3/10/2023,390.99,393.16,384.32,385.91
3/13/2023,381.81,390.39,380.65,385.36
3/14/2023,390.5,393.45,387.05,391.73
3/15/2023,385.89,389.49,383.71,389.28
3/16/2023,386.82,396.47,386.29,396.11
3/17/2023,393.22,394.4,388.55,389.99
3/20/2023,390.8,394.17,390.07,393.74
3/21/2023,397.24,399.41,395.58,398.91
3/22/2023,398.73,402.49,392.07,392.11
3/23/2023,395.09,399.29,390.35,393.17
3/24/2023,391.841,395.84,389.4,395.75
3/27/2023,398.12,398.92,395.56,396.49
3/28/2023,395.77,396.49,393.69,395.6
3/29/2023,399.925,401.6,398.68,401.35
3/30/2023,404.09,404.35,401.76,403.7
3/31/2023,404.66,409.7,404.55,409.39
4/3/2023,408.85,411.37,408.44,410.95
4/4/2023,411.62,411.92,407.24,408.67
4/5/2023,407.91,408.7,405.88,407.6
4/6/2023,406.77,409.48,405.678,409.19
4/10/2023,406.61,409.69,405.97,409.61
4/11/2023,410.26,411.18,408.92,409.72
4/12/2023,411.87,412.17,407.44,408.05
4/13/2023,409.18,413.84,407.9922,413.47
4/14/2023,412.81,415.09,410.06,412.46
4/17/2023,412.37,413.96,411.085,413.94
4/18/2023,415.58,415.72,412.7802,414.21
4/19/2023,412.22,415.08,412.16,414.14
4/20/2023,411.21,413.7,410.27,411.88
4/21/2023,412.19,412.68,410.17,412.2
4/24/2023,411.99,413.07,410.6,412.63
4/25/2023,410.58,411.16,406.02,406.08
4/26/2023,406.72,407.84,403.78,404.36
4/27/2023,407,412.69,406.74,412.41
4/28/2023,411.49,415.94,411.43,415.93
5/1/2023,415.47,417.62,415.265,415.51
5/2/2023,414.77,414.82,407.82,410.84
5/3/2023,411.36,413.87,407.77,408.02
5/4/2023,406.93,407.27,403.74,405.13
5/5/2023,408.91,413.72,408.64,412.63
5/8/2023,412.97,413.24,411.28,412.74
5/9/2023,411.13,412.09,410.6894,410.93
5/10/2023,413.88,414.535,408.87,412.85
5/11/2023,411.95,412.43,409.97,412.13
5/12/2023,413.42,413.64,409.07,411.59
5/15/2023,412.22,413.43,410.23,413.01
5/16/2023,411.86,412.815,410.24,410.25
5/17/2023,412.35,415.855,410.635,415.23
5/18/2023,414.9,419.67,414.67,419.23
5/19/2023,420.17,420.72,417.35,418.62
5/22/2023,418.64,420.39,417.35,418.79
5/23/2023,417.08,418.722,413.68,414.09
5/24/2023,412.42,412.82,409.8795,411.09
5/25/2023,414.74,416.16,412.4101,414.65
5/26/2023,415.33,420.77,415.25,420.02
5/30/2023,422.03,422.58,418.735,420.18
5/31/2023,418.28,419.22,416.22,417.85
6/1/2023,418.09,422.92,416.79,421.82
6/2/2023,424.5,428.74,423.95,427.92
6/5/2023,428.28,429.67,426.37,427.1
6/6/2023,426.67,428.5772,425.99,428.03
6/7/2023,428.44,429.62,426.11,426.55
6/8/2023,426.62,429.6,425.82,429.13
6/9/2023,429.96,431.99,428.87,429.9
6/12/2023,430.92,433.88,430.17,433.8
6/13/2023,435.32,437.33,434.63,436.66
6/14/2023,437.01,439.0612,433.59,437.18
6/15/2023,436.33,443.9,436.23,442.6
6/16/2023,443.02,443.6078,438.97,439.46
6/20/2023,437.45,438.37,435.03,437.18
6/21/2023,436.16,436.99,434.33,434.94
6/22/2023,433.95,436.62,433.6,436.51
6/23/2023,432.93,435.06,432.47,433.21
6/26/2023,432.62,434.61,431.19,431.44
6/27/2023,432.35,436.81,431.88,436.17
6/28/2023,435.05,437.44,434.41,436.39
6/29/2023,435.96,438.28,435.54,438.11
6/30/2023,441.44,444.3,441.11,443.28
7/3/2023,442.92,444.08,442.63,443.79
7/5/2023,441.91,443.889,441.9,443.13
7/6/2023,439.42,440.1,437.06,439.66
7/7/2023,438.63,442.64,438.3,438.55
7/10/2023,438.18,439.84,437.585,439.66
7/11/2023,440.45,442.97,439.44,442.46
7/12/2023,446.39,447.4799,444.91,446.02
7/13/2023,447.9,450.38,447.45,449.56
7/14/2023,450.475,451.36,448.49,449.28
7/17/2023,449.13,451.93,449.08,450.84
7/18/2023,450.5,454.86,450.0484,454.19
7/19/2023,455.01,456.43,454.1119,455.2
7/20/2023,454.17,455.1,451.44,452.18
7/21/2023,453.96,454.165,452.17,452.18
7/24/2023,453.37,455.04,452.298,454.2
7/25/2023,453.92,456.735,453.87,455.44
7/26/2023,454.47,456.99,453.38,455.51
7/27/2023,459.02,459.44,451.55,452.49
7/28/2023,455.88,457.78,452.4918,456.92
7/31/2023,457.41,458.16,456.045,457.79
8/1/2023,456.27,457.25,455.49,456.48
8/2/2023,453.25,453.52,449.3499,450.13
8/3/2023,448.04,450.79,447.37,448.84
8/4/2023,450.72,452.895,446.27,446.81
8/7/2023,448.71,450.865,447.99,450.71
8/8/2023,448.08,450.6952,445.2705,448.75
8/9/2023,449.03,449.1999,444.96,445.75
8/10/2023,448.19,451.7,444.7,445.91
8/11/2023,443.97,446.7007,443.345,445.65
8/14/2023,444.7,448.11,444.38,448.11
8/15/2023,446.27,446.64,442.3,442.89
8/16/2023,442.46,444.18,439.53,439.64
8/17/2023,441.16,441.43,435.75,436.29
8/18/2023,433.37,437.57,433.01,436.5
8/21/2023,437.55,440.11,435.32,439.34
8/22/2023,441.18,441.18,437.57,438.15
8/23/2023,439.25,443.67,439.1,443.03
8/24/2023,444.69,445.22,436.855,436.89
8/25/2023,438.68,441.3,435,439.97
8/28/2023,442.24,443.4,439.9728,442.76
8/29/2023,442.65,449.45,442.46,449.16
8/30/2023,449.51,451.67,448.78,451.01
8/31/2023,451.65,452.83,450.16,450.35
9/1/2023,453.17,453.67,449.68,451.19
9/5/2023,450.73,451.06,449.17,449.24
9/6/2023,448.4,448.51,443.81,446.22
9/7/2023,443.11,445.55,442.75,444.85
9/8/2023,444.9,447.11,444.53,445.52
9/11/2023,448.24,448.77,446.4699,448.45
9/12/2023,446.95,448.53,445.39,445.99
9/13/2023,446.22,447.71,445.0793,446.51
9/14/2023,449.07,451.08,447.715,450.36
9/15/2023,447.14,447.48,442.92,443.37
9/18/2023,443.05,444.97,442.56,443.63
9/19/2023,442.68,443.29,439.94,442.71
9/20/2023,444.01,444.435,438.43,438.64
9/21/2023,435.7,435.97,431.23,431.39
9/22/2023,432.45,434.1,429.99,430.42
9/25/2023,429.17,432.27,428.72,432.23
9/26/2023,429.09,429.82,425.02,425.88
9/27/2023,427.09,427.67,422.29,426.05
9/28/2023,425.48,430.2499,424.87,428.52
9/29/2023,431.67,431.85,425.91,427.48
10/2/2023,426.62,428.6,424.46,427.31
10/3/2023,425.06,427.3729,420.18,421.59
10/4/2023,422.07,425.4299,420.56,424.66
10/5/2023,424.36,425.37,421.1701,424.5
10/6/2023,421.97,431.125,420.6,429.54
10/9/2023,427.58,432.88,427.0101,432.29
10/10/2023,432.94,437.22,432.53,434.54
10/11/2023,435.64,436.58,433.18,436.32
10/12/2023,436.95,437.335,431.23,433.66
10/13/2023,435.21,436.45,429.88,431.5
10/16/2023,433.82,437.14,433.57,436.04
10/17/2023,432.81,438.14,432.45,436.02
10/18/2023,434.19,435.18,429.09,430.21
10/19/2023,430.95,432.82,425.725,426.43
10/20/2023,425.98,426.54,421.08,421.19
10/23/2023,419.61,424.45,417.8,420.46
10/24/2023,422.65,424.82,420.74,423.63
10/25/2023,421.89,421.92,417.015,417.55
10/26/2023,416.45,417.325,411.6,412.55
10/27/2023,414.19,414.6,409.21,410.68
10/30/2023,413.56,416.68,412.22,415.59
10/31/2023,416.18,418.53,414.21,418.2
11/1/2023,419.2,423.5,418.6499,422.66
11/2/2023,426.58,430.915,426.56,430.76
11/3/2023,433.14,436.29,433.01,434.69
11/6/2023,435.47,436.1498,433.68,435.69
11/7/2023,435.69,437.585,434.51,436.93
11/8/2023,437.55,438.09,434.87,437.25
11/9/2023,438.43,438.47,433.4,433.84
11/10/2023,435.98,440.93,433.8335,440.61
11/13/2023,439.23,441.33,438.42,440.19
11/14/2023,446.32,450.06,446.09,448.73
11/15/2023,450.11,451.38,448.8,449.68
11/16/2023,449.22,450.56,448.12,450.23
11/17/2023,450.24,451.42,449.29,450.79
11/20/2023,450.53,455.125,450.52,454.26
11/21/2023,453.1842,454.131,451.9599,453.27
11/22/2023,454.98,456.38,453.8895,455.02
11/24/2023,455.07,455.5,454.73,455.3
11/27/2023,454.65,455.4901,454.0799,454.48
11/28/2023,454.08,456.27,453.5,454.93
11/29/2023,457.15,458.32,454.2,454.61
11/30/2023,455.48,456.76,453.34,456.4
12/1/2023,455.77,459.65,455.16,459.1
12/4/2023,455.6,459.1206,454.34,456.69
12/5/2023,455.26,457.59,454.87,456.6
12/6/2023,458.81,458.84,454.31,454.76
12/7/2023,456.91,458.9,456.29,458.23
12/8/2023,457.46,460.745,457.21,460.2
12/11/2023,459.69,462.17,459.47,461.99
12/12/2023,461.63,464.2,460.6,464.1
12/13/2023,464.49,470.7599,464.12,470.5
12/14/2023,472.5,473.73,469.25,472.01
12/15/2023,469.49,470.7,467.4263,469.33
12/18/2023,470.98,472.98,469.8929,471.97
12/19/2023,472.53,474.92,472.45,474.84
12/20/2023,473.96,475.895,467.82,468.26
12/21/2023,471.33,472.975,468.84,472.7
12/22/2023,473.86,475.38,471.7,473.65
12/26/2023,474.07,476.58,473.99,475.65
12/27/2023,475.44,476.66,474.89,476.51
12/28/2023,476.88,477.55,476.26,476.69
12/29/2023,476.49,477.03,473.3,475.31
1/2/2024,472.16,473.67,470.49,472.65
1/3/2024,470.43,471.19,468.17,468.79
1/4/2024,468.3,470.96,467.05,467.28
1/5/2024,467.49,470.44,466.43,467.92
1/8/2024,468.43,474.75,468.3,474.6
1/9/2024,471.87,474.93,471.35,473.88
1/10/2024,474.16,477.4481,473.87,476.56
1/11/2024,477.59,478.12,472.26,476.35
1/12/2024,477.84,478.6,475.23,476.68
1/16/2024,475.26,476.6098,473.06,474.93
1/17/2024,471.82,472.79,469.87,472.29
1/18/2024,474.01,477.06,472.42,476.49
1/19/2024,477.65,482.72,476.5374,482.43
1/22/2024,484.01,485.22,482.78,483.45
1/23/2024,484.01,485.105,482.89,484.86
1/24/2024,487.81,488.77,484.8819,485.39
1/25/2024,487.575,488.305,485.39,488.03
1/26/2024,487.59,489.12,486.54,487.41
1/29/2024,487.73,491.415,487.17,491.27
1/30/2024,490.56,491.62,490.11,490.89
1/31/2024,488.62,489.0813,482.86,482.88
2/1/2024,484.63,489.23,483.8,489.2
2/2/2024,489.65,496.05,489.3,494.35
2/5/2024,493.695,494.3778,490.23,492.55
2/6/2024,493.52,494.32,492.05,493.98
2/7/2024,496.29,498.53,495.36,498.1
2/8/2024,498.1,498.71,497.26,498.32
2/9/2024,498.84,501.65,498.49,501.2
2/12/2024,501.17,503.5,500.24,500.98
2/13/2024,494.53,497.09,490.715,494.08
2/14/2024,496.79,499.07,494.4,498.57
2/15/2024,499.29,502.2,498.795,502.01
2/16/2024,501.7,502.87,498.75,499.51
2/20/2024,497.72,498.41,494.45,496.76
2/21/2024,495.42,497.37,493.56,497.21
2/22/2024,504.01,508.49,503.02,507.5
2/23/2024,509.27,510.13,507.1,507.85
2/26/2024,508.3,508.75,505.86,505.99
2/27/2024,506.7,507.16,504.75,506.93
2/28/2024,505.33,506.855,504.96,506.26
2/29/2024,508.07,509.74,505.35,508.08
3/1/2024,508.98,513.29,508.56,512.85
3/4/2024,512.03,514.2,512,512.3
3/5/2024,510.24,510.7,504.91,507.18
3/6/2024,510.55,512.069,508.42,509.75
3/7/2024,513.14,515.89,509.8053,514.81
3/8/2024,515.46,518.2201,511.13,511.72
3/11/2024,510.48,511.88,508.5,511.28
3/12/2024,513.45,517.38,510.86,516.78
3/13/2024,517.11,517.29,514.49,515.97
3/14/2024,516.97,517.125,511.82,514.95
3/15/2024,510.21,511.7,508.122,509.83
3/18/2024,514,515.48,512.44,512.86
3/19/2024,512.15,515.995,511.12,515.71
3/20/2024,515.77,520.62,515.08,520.48
3/21/2024,523.39,524.11,521.91,522.2
3/22/2024,522.11,522.605,520.97,521.21
3/25/2024,519.8,520.95,519.61,519.77
3/26/2024,521.23,521.58,518.4,518.81
3/27/2024,521.71,523.21,519.485,523.17
3/28/2024,523.21,524.61,522.78,523.07
4/1/2024,523.83,524.38,520.97,522.16
4/2/2024,518.24,518.98,516.48,518.84
4/3/2024,517.72,520.95,517.665,519.41
4/4/2024,523.52,523.8674,512.755,513.07
4/5/2024,514.46,520.44,514.01,518.43
4/8/2024,519.15,520.18,517.89,518.72
4/9/2024,520.5,520.75,514.35,519.32
4/10/2024,513.48,516.16,512.09,514.12
4/11/2024,515.68,519.48,512.08,518
4/12/2024,514.37,515.815,509.08,510.85
4/15/2024,515.13,515.3,503.58,504.45
4/16/2024,504.94,506.5,502.21,503.53
4/17/2024,506.05,506.22,499.12,500.55
4/18/2024,501.98,504.13,498.56,499.52
4/19/2024,499.44,500.455,493.86,495.16
4/22/2024,497.83,502.38,495.43,499.72
4/23/2024,501.78,506.09,499.5328,505.65
4/24/2024,506.56,507.37,503.13,505.41
4/25/2024,499.18,504.27,497.49,503.49
4/26/2024,506.35,509.88,505.7,508.26
4/29/2024,510.09,510.75,507.25,510.06
4/30/2024,508.56,509.56,501.98,501.98
5/1/2024,501.38,508.19,499.865,500.35
5/2/2024,504.15,505.89,499.55,505.03
5/3/2024,511.16,512.55,508.56,511.29
5/6/2024,513.75,516.61,513.3,516.57
5/7/2024,517.56,518.57,516.45,517.14
5/8/2024,515.26,517.74,515.14,517.19
5/9/2024,517.38,520.2074,516.705,520.17
5/10/2024,521.81,522.635,519.59,520.84
5/13/2024,522.56,522.67,519.74,520.91
5/14/2024,521.11,523.83,520.56,523.3
5/15/2024,525.83,530.08,525.18,529.78
5/16/2024,529.88,531.5218,528.54,528.69
5/17/2024,528.81,529.52,527.32,529.45
5/20/2024,529.57,531.5601,529.17,530.06
5/21/2024,529.28,531.52,529.07,531.36
5/22/2024,530.65,531.38,527.6,529.83
5/23/2024,532.96,533.07,524.72,525.96
5/24/2024,527.85,530.27,526.881,529.44
5/28/2024,530.27,530.51,527.11,529.81
5/29/2024,525.68,527.31,525.37,526.1
5/30/2024,524.52,525.2,521.33,522.61
5/31/2024,523.59,527.5,518.36,527.37
6/3/2024,529.02,529.31,522.6,527.8
6/4/2024,526.46,529.15,524.96,528.39
6/5/2024,530.77,534.69,528.7254,534.67
6/6/2024,534.98,535.42,532.68,534.66
6/7/2024,533.66,536.89,532.535,534.01
6/10/2024,533.18,535.99,532.57,535.66
6/11/2024,534.07,537.01,532.05,536.95
6/12/2024,541.63,544.12,540.3,541.36
6/13/2024,543.15,543.325,539.59,542.45
6/14/2024,540.88,542.81,539.85,542.78
6/17/2024,542.08,548.53,541.6072,547.1
6/18/2024,547.16,548.62,546.73,548.49
6/20/2024,549.44,550.12,545.18,547
6/21/2024,544.4,545.65,543.02,544.51
6/24/2024,544.33,546.95,542.62,542.74
6/25/2024,543.99,545.2,542.44,544.83
6/26/2024,543.69,546.24,543.03,545.51
6/27/2024,545.37,546.96,544.61,546.37
6/28/2024,547.16,550.28,542.95,544.22
7/1/2024,545.63,545.88,542.52,545.34
7/2/2024,543.7,549.01,543.65,549.01
7/3/2024,548.69,551.83,548.65,551.46
7/5/2024,551.77,555.05,551.12,554.64
7/8/2024,555.44,556.2501,554.19,555.28
7/9/2024,556.26,557.18,555.52,555.82
7/10/2024,557.07,561.67,556.77,561.32
7/11/2024,561.44,562.33,555.83,556.48
7/12/2024,557.63,563.67,557.15,559.99
7/15/2024,562.03,564.8371,559.63,561.53
7/16/2024,562.865,565.16,562.1,564.86
7/17/2024,558.8,560.51,556.61,556.94
7/18/2024,558.51,559.52,550.43,552.66
7/19/2024,552.42,554.08,547.91,548.99
7/22/2024,553,555.27,551.02,554.65
7/23/2024,554.54,556.735,553.275,553.78
7/24/2024,548.86,549.17,540.29,541.23
7/25/2024,541.35,547.455,537.45,538.41
7/26/2024,542.28,547.19,541.49,544.44
7/29/2024,546.02,547.05,542.72,544.76
7/30/2024,546.26,547.34,538.515,542
7/31/2024,548.98,553.5,547.5799,550.81
8/1/2024,552.57,554.8688,539.43,543.01
8/2/2024,535.75,536.99,528.6,532.9
8/5/2024,511.64,523.58,510.27,517.38
8/6/2024,519.22,529.75,517.87,522.15
8/7/2024,528.47,531.59,518.0519,518.66
8/8/2024,523.91,531.29,521.84,530.65
8/9/2024,529.81,534.51,528.56,532.99
8/12/2024,534.21,535.73,530.95,533.27
8/13/2024,536.53,542.28,536.28,542.04
8/14/2024,542.85,544.96,540.12,543.75
8/15/2024,549.5,553.36,548.88,553.07
8/16/2024,551.42,555.02,551.26,554.31
8/19/2024,554.73,559.61,553.86,559.61
8/20/2024,559.15,560.84,557.325,558.7
8/21/2024,559.77,562.11,554.73,560.62
8/22/2024,562.56,563.18,554.98,556.22
8/23/2024,559.53,563.09,557.29,562.13
8/26/2024,563.18,563.91,559.05,560.79
8/27/2024,559.49,562.06,558.32,561.56
8/28/2024,561.21,561.65,555.04,558.3
8/29/2024,560.31,563.68,557.18,558.35
8/30/2024,560.77,564.2,557.14,563.68
9/3/2024,560.47,560.81,549.51,552.08
9/4/2024,550.2,554.43,549.46,550.95
9/5/2024,550.89,553.7995,547.1,549.61
9/6/2024,549.94,551.6,539.44,540.36
9/9/2024,544.65,547.71,542.68,546.41
9/10/2024,548.36,549.15,543.38,548.79
9/11/2024,548.7,555.36,539.96,554.42
9/12/2024,555.01,559.4,552.74,559.09
9/13/2024,559.71,563.03,559.45,562.01
9/16/2024,561.74,563.11,559.9,562.84
9/17/2024,565.1,566.58,560.795,563.07
9/18/2024,563.74,568.69,560.83,561.4
9/19/2024,571.01,572.88,568.08,570.98
9/20/2024,567.84,569.31,565.17,568.25
9/23/2024,569.34,570.3325,568.1,569.67
